ID_Venda;Data_Compra;Ano;Mes;Evento;Cidade;Estado;Regiao;Categoria_Evento;Publico_Alvo;Canal_Aquisicao;Tipo_Ingresso;Forma_Pagamento;Status_Venda;Genero_Cliente;Idade_Cliente;Preco_Ingresso_BRL;Quantidade;Valor_Bruto_BRL;Desconto_BRL;Receita_Liquida_BRL;Custo_Evento_BRL;Curtidas_Campanha;Compartilhamentos_Campanha;Novos_Seguidores;Satisfacao;Sentimento_Publico
31817;2025-02-22;2025;2;Torneio E-sports;Belo Horizonte;MG;Sudeste;K-pop;Jovem adulto;Email Marketing;VIP;Cartão Crédito;Confirmado;Feminino;49;241,43;1;241,43;0,00;241,43;134,99;52;3;3;7;Muito positivo
31818;2025-09-20;2025;9;Torneio E-sports;Belém;PA;Norte;Tecnologia;Adulto;Indicação;Pista;Carteira Digital;Check-in realizado;Feminino;13;95,78;2;191,56;0,00;191,56;99,57;309;16;16;2;Negativo
31819;2025-09-09;2025;9;Anime Friends;Recife;PE;Nordeste;Quadrinhos;Jovem adulto;Email Marketing;VIP;Cartão Débito;Confirmado;Masculino;18;409,87;3;1229,60;0,00;1229,60;455,27;32;7;2;8;Muito positivo
31820;2025-08-08;2025;8;CCXP;Manaus;AM;Norte;Cosplay;Família;TikTok;Online;Cartão Crédito;Reembolsado;Feminino;38;107,74;1;107,74;5,39;0,00;15,12;309;62;15;5;Positivo
31821;2025-10-31;2025;10;Brasil Game Show;Brasília;DF;Centro-Oeste;E-sports;Jovem adulto;TikTok;VIP;Cartão Crédito;Confirmado;Masculino;33;269,28;1;269,28;0,00;269,28;94,16;863;232;83;8;Positivo
31822;2025-08-28;2025;8;Feira Geek Local;Indaiatuba;SP;Sudeste;E-sports;Creator/Influencer;Indicação;Online;Cartão Débito;Reembolsado;Feminino;39;45,50;2;90,99;4,55;0,00;13,39;66;5;5;1;Negativo
31823;2025-01-19;2025;1;Torneio E-sports;Belo Horizonte;MG;Sudeste;Quadrinhos;Adulto;TikTok;Pista;Pix;Check-in realizado;Masculino;14;61,91;2;123,83;24,77;99,06;54,92;130;19;13;2;Negativo
31824;2025-06-19;2025;6;Anime Friends;Brasília;DF;Centro-Oeste;Anime;Adolescente;Twitch;Pista;Pix;Check-in realizado;Feminino;51;84,63;1;84,63;4,23;80,40;41,99;401;67;30;10;Muito positivo
31825;2025-05-15;2025;5;Brasil Game Show;Campinas;SP;Sudeste;Anime;Adolescente;Instagram;VIP;Cartão Crédito;Check-in realizado;Feminino;13;257,38;1;257,38;38,61;218,77;106,38;3093;392;305;10;Muito positivo
31826;2025-03-25;2025;3;Festival K-pop;Belo Horizonte;MG;Sudeste;Tecnologia;Jovem adulto;Twitch;Pista;Cartão Crédito;Reembolsado;Masculino;28;76,57;2;153,14;0,00;0,00;32,37;396;39;25;3;Negativo
31827;2026-04-21;2026;4;Feira Geek Local;Porto Alegre;RS;Sul;Anime;Jovem adulto;Google;Online;Cartão Crédito;Confirmado;Masculino;46;20,77;1;20,77;2,08;18,69;13,70;244;38;15;10;Muito positivo
31828;2025-02-07;2025;2;Maratona Streamer;Fortaleza;CE;Nordeste;E-sports;Jovem adulto;Instagram;Camarote;Cartão Crédito;Reembolsado;Não informado;26;686,72;1;686,72;0,00;0,00;99,89;94;19;3;2;Negativo
31829;2025-06-01;2025;6;Brasil Game Show;Salvador;BA;Nordeste;E-sports;Jovem adulto;YouTube;Pista;Cartão Débito;Confirmado;Feminino;21;80,42;2;160,84;8,04;152,80;52,87;935;65;79;2;Negativo
31830;2025-06-14;2025;6;Maratona Streamer;Manaus;AM;Norte;Anime;Adulto;TikTok;Online;Cartão Crédito;Cancelado;Não informado;52;29,47;1;29,47;0,00;0,00;6,52;2013;200;114;1;Negativo
31831;2025-05-27;2025;5;Lançamento Indie;Porto Alegre;RS;Sul;Anime;Jovem adulto;Instagram;Camarote;Boleto;Check-in realizado;Masculino;49;404,34;2;808,68;0,00;808,68;345,85;319;54;26;9;Positivo
31832;2026-03-14;2026;3;Torneio E-sports;Belo Horizonte;MG;Sudeste;Tecnologia;Jovem adulto;Instagram;VIP;Pix;Confirmado;Masculino;36;194,52;1;194,52;0,00;194,52;101,75;449;65;34;6;Positivo
31833;2025-04-21;2025;4;Anime Friends;Florianópolis;SC;Sul;Tecnologia;Jovem adulto;Twitch;Pista;Cartão Crédito;Check-in realizado;Feminino;45;145,50;2;290,99;87,30;203,69;118,79;797;103;74;7;Positivo
31834;2025-10-22;2025;10;Feira Geek Local;Brasília;DF;Centro-Oeste;E-sports;Creator/Influencer;Instagram;Meet & Greet;Pix;Check-in realizado;Feminino;27;626,57;2;1253,14;125,31;1127,83;428,44;1252;267;118;10;Positivo
31835;2025-07-19;2025;7;Lançamento Indie;Belo Horizonte;MG;Sudeste;Tecnologia;Família;Instagram;Meet & Greet;Pix;Check-in realizado;Masculino;52;649,76;1;649,76;64,98;584,78;363,02;1529;416;108;8;Positivo
31836;2025-06-07;2025;6;Festival K-pop;Recife;PE;Nordeste;K-pop;Jovem adulto;TikTok;Camarote;Pix;Check-in realizado;Masculino;31;652,60;1;652,60;97,89;554,71;240,24;707;111;58;10;Positivo
31837;2025-05-30;2025;5;CCXP;Goiânia;GO;Centro-Oeste;Tecnologia;Adolescente;Indicação;Pista;Pix;Check-in realizado;Masculino;50;128,75;1;128,75;12,88;115,87;89,65;454;70;24;6;Positivo
31838;2025-09-15;2025;9;Campus Party;Brasília;DF;Centro-Oeste;Games;Jovem adulto;Instagram;Online;Pix;Check-in realizado;Feminino;36;36,95;1;36,95;3,70;33,25;23,46;1380;331;195;5;Muito positivo
31839;2025-10-27;2025;10;Maratona Streamer;Salvador;BA;Nordeste;Tecnologia;Jovem adulto;Twitch;VIP;Pix;Check-in realizado;Masculino;41;279,00;1;279,00;0,00;279,00;176,68;81;9;6;6;Muito positivo
31840;2025-06-16;2025;6;CCXP;Salvador;BA;Nordeste;Cultura Geek;Família;YouTube;VIP;Pix;Confirmado;Feminino;40;361,99;2;723,98;0,00;723,98;255,07;594;163;59;7;Neutro
31841;2026-02-15;2026;2;Maratona Streamer;Salvador;BA;Nordeste;Cosplay;Jovem adulto;Twitch;VIP;Pix;Reembolsado;Não informado;18;378,27;3;1134,81;0,00;0,00;126,36;344;71;11;4;Neutro
31842;2025-07-05;2025;7;Maratona Streamer;Salvador;BA;Nordeste;Cosplay;Adulto;TikTok;Pista;Cartão Crédito;Confirmado;Não informado;44;78,32;3;234,97;0,00;234,97;127,51;610;128;58;1;Neutro
31843;2026-05-11;2026;5;Lançamento Indie;Belém;PA;Norte;Cosplay;Creator/Influencer;Google;Meet & Greet;Pix;Check-in realizado;Feminino;35;819,02;1;819,02;40,95;778,07;346,81;186;30;15;6;Positivo
31844;2026-02-12;2026;2;Encontro Cosplay;Rio de Janeiro;RJ;Sudeste;Quadrinhos;Adolescente;Instagram;Pista;Cartão Crédito;Confirmado;Feminino;17;86,85;3;260,56;0,00;260,56;177,92;856;139;40;9;Positivo
31845;2025-03-11;2025;3;Feira Geek Local;Belém;PA;Norte;Games;Família;Instagram;Pista;Pix;Check-in realizado;Feminino;36;103,09;1;103,09;10,31;92,78;33,52;281;47;17;8;Positivo
31846;2026-04-21;2026;4;Maratona Streamer;Brasília;DF;Centro-Oeste;Games;Adulto;Instagram;Pista;Pix;Cancelado;Masculino;51;94,63;1;94,63;4,73;0,00;10,63;960;189;69;1;Negativo
31847;2025-03-06;2025;3;CCXP;Belo Horizonte;MG;Sudeste;Games;Jovem adulto;Twitch;Pista;Pix;Confirmado;Feminino;29;124,96;1;124,96;6,25;118,71;52,16;254;59;12;5;Muito positivo
31848;2026-01-26;2026;1;Brasil Game Show;Salvador;BA;Nordeste;Games;Família;TikTok;VIP;Pix;Confirmado;Masculino;36;299,37;1;299,37;0,00;299,37;210,88;2026;374;207;6;Positivo
31849;2026-02-27;2026;2;CCXP;Indaiatuba;SP;Sudeste;Cosplay;Jovem adulto;Instagram;Pista;Pix;Confirmado;Masculino;49;173,68;1;173,68;0,00;173,68;75,18;1031;279;71;4;Neutro
31850;2025-09-21;2025;9;Anime Friends;Florianópolis;SC;Sul;Cosplay;Adulto;TikTok;Pista;Cartão Crédito;Check-in realizado;Feminino;47;169,95;1;169,95;0,00;169,95;65,72;1266;188;35;9;Muito positivo
31851;2025-11-27;2025;11;Feira Geek Local;Belém;PA;Norte;Cultura Geek;Jovem adulto;Indicação;VIP;Carteira Digital;Reembolsado;Masculino;31;187,41;1;187,41;37,48;0,00;29,15;177;38;17;3;Negativo
31852;2025-07-02;2025;7;Encontro Cosplay;Florianópolis;SC;Sul;E-sports;Jovem adulto;TikTok;Pista;Pix;Confirmado;Feminino;36;136,32;1;136,32;20,45;115,87;50,73;769;133;34;5;Neutro
31853;2025-06-20;2025;6;Campus Party;Belém;PA;Norte;Quadrinhos;Jovem adulto;Email Marketing;Meet & Greet;Pix;Confirmado;Masculino;14;434,40;1;434,40;43,44;390,96;255,78;227;51;26;6;Positivo
31854;2025-08-12;2025;8;Festival K-pop;Belém;PA;Norte;Tecnologia;Jovem adulto;TikTok;VIP;Cartão Crédito;Confirmado;Masculino;42;334,21;2;668,42;66,84;601,58;463,09;2400;648;304;10;Muito positivo
31855;2025-09-02;2025;9;Lançamento Indie;Curitiba;PR;Sul;Cultura Geek;Jovem adulto;Email Marketing;Camarote;Pix;Confirmado;Masculino;23;508,13;1;508,13;50,81;457,32;334,17;56;5;2;9;Positivo
31856;2026-04-16;2026;4;Lançamento Indie;Rio de Janeiro;RJ;Sudeste;Anime;Jovem adulto;YouTube;Pista;Cartão Débito;Confirmado;Feminino;24;106,36;2;212,71;21,27;191,44;151,37;291;21;11;4;Negativo
31857;2026-03-10;2026;3;Maratona Streamer;Brasília;DF;Centro-Oeste;Anime;Adulto;Twitch;VIP;Carteira Digital;Confirmado;Masculino;45;274,31;1;274,31;0,00;274,31;149,02;497;21;27;7;Positivo
31858;2026-01-03;2026;1;CCXP;Belém;PA;Norte;K-pop;Jovem adulto;Email Marketing;Pista;Pix;Confirmado;Feminino;28;129,97;1;129,97;0,00;129,97;53,00;331;64;31;5;Muito positivo
31859;2025-09-02;2025;9;Campus Party;Brasília;DF;Centro-Oeste;E-sports;Creator/Influencer;Google;Pista;Pix;Confirmado;Feminino;30;58,53;4;234,14;11,71;222,43;78,97;548;96;41;9;Muito positivo
31860;2025-11-18;2025;11;Anime Friends;Manaus;AM;Norte;Quadrinhos;Jovem adulto;Google;Pista;Cartão Crédito;Confirmado;Feminino;32;152,83;1;152,83;0,00;152,83;104,13;188;7;7;10;Muito positivo
31861;2026-04-10;2026;4;Feira Geek Local;Belo Horizonte;MG;Sudeste;Anime;Família;TikTok;Camarote;Pix;Check-in realizado;Masculino;53;361,17;2;722,35;0,00;722,35;285,14;1356;208;67;6;Muito positivo
31862;2025-02-08;2025;2;Campus Party;Belo Horizonte;MG;Sudeste;Tecnologia;Adolescente;Instagram;Online;Cartão Crédito;Confirmado;Feminino;21;36,40;2;72,81;14,56;58,25;29,63;308;65;28;10;Muito positivo
31863;2025-03-11;2025;3;Feira Geek Local;Brasília;DF;Centro-Oeste;E-sports;Jovem adulto;Indicação;VIP;Carteira Digital;Check-in realizado;Masculino;18;365,04;1;365,04;0,00;365,04;230,87;89;16;4;8;Positivo
31864;2025-08-04;2025;8;CCXP;Campinas;SP;Sudeste;K-pop;Creator/Influencer;Twitch;Pista;Cartão Crédito;Confirmado;Não informado;49;86,00;2;172,01;0,00;172,01;108,57;88;22;3;10;Positivo
31865;2026-04-17;2026;4;Feira Geek Local;Indaiatuba;SP;Sudeste;Games;Família;TikTok;Camarote;Pix;Confirmado;Masculino;31;490,32;1;490,32;49,03;441,29;158,53;995;222;44;7;Positivo
31866;2025-04-28;2025;4;Encontro Cosplay;Campinas;SP;Sudeste;Games;Adolescente;YouTube;Meet & Greet;Cartão Crédito;Check-in realizado;Masculino;34;800,68;3;2402,05;120,10;2281,95;1175,06;2989;340;243;8;Neutro
31867;2025-10-03;2025;10;CCXP;Manaus;AM;Norte;Cosplay;Adolescente;TikTok;VIP;Cartão Crédito;Check-in realizado;Feminino;31;405,65;1;405,65;0,00;405,65;178,85;3879;161;172;6;Muito positivo
31868;2025-02-20;2025;2;Torneio E-sports;Belo Horizonte;MG;Sudeste;Cultura Geek;Família;Google;Pista;Carteira Digital;Check-in realizado;Feminino;47;55,33;1;55,33;0,00;55,33;39,29;153;35;11;10;Positivo
31869;2025-12-15;2025;12;Encontro Cosplay;Belém;PA;Norte;Cultura Geek;Adolescente;Twitch;Pista;Pix;Confirmado;Feminino;46;47,49;1;47,49;2,37;45,12;19,22;100;8;7;5;Positivo
31870;2025-03-02;2025;3;Brasil Game Show;Curitiba;PR;Sul;K-pop;Jovem adulto;YouTube;VIP;Cartão Débito;Confirmado;Feminino;33;497,16;2;994,32;198,86;795,46;643,74;419;84;17;9;Muito positivo
31871;2025-10-14;2025;10;Maratona Streamer;Curitiba;PR;Sul;Anime;Jovem adulto;Indicação;Meet & Greet;Carteira Digital;Confirmado;Masculino;54;355,70;1;355,70;71,14;284,56;192,35;103;17;11;7;Positivo
31872;2025-02-25;2025;2;Encontro Cosplay;Brasília;DF;Centro-Oeste;Cosplay;Jovem adulto;Instagram;Pista;Cartão Débito;Check-in realizado;Feminino;33;61,42;1;61,42;9,21;52,21;22,83;1359;361;144;4;Negativo
31873;2026-05-09;2026;5;Encontro Cosplay;Goiânia;GO;Centro-Oeste;Cosplay;Adulto;Google;Meet & Greet;Pix;Confirmado;Masculino;24;577,62;1;577,62;0,00;577,62;208,09;77;13;3;7;Positivo
31874;2025-07-14;2025;7;Feira Geek Local;São Paulo;SP;Sudeste;Cosplay;Adulto;Instagram;VIP;Pix;Confirmado;Feminino;17;228,57;2;457,15;0,00;457,15;265,38;1003;193;50;9;Muito positivo
31875;2025-07-26;2025;7;Maratona Streamer;São Paulo;SP;Sudeste;Cosplay;Jovem adulto;Indicação;VIP;Pix;Confirmado;Não informado;29;297,12;1;297,12;14,86;282,26;198,57;16;0;0;10;Muito positivo
31876;2025-08-07;2025;8;Maratona Streamer;Rio de Janeiro;RJ;Sudeste;Anime;Adulto;YouTube;Camarote;Cartão Débito;Check-in realizado;Masculino;21;373,85;2;747,70;149,54;598,16;291,39;598;154;80;8;Neutro
31877;2026-02-16;2026;2;Feira Geek Local;São Paulo;SP;Sudeste;Anime;Adolescente;Email Marketing;Online;Boleto;Check-in realizado;Masculino;28;67,62;1;67,62;10,14;57,48;35,97;61;4;5;4;Negativo
31878;2025-05-12;2025;5;CCXP;Curitiba;PR;Sul;E-sports;Família;Instagram;Pista;Carteira Digital;Confirmado;Não informado;35;196,96;2;393,91;0,00;393,91;268,31;370;15;30;1;Neutro
31879;2025-08-03;2025;8;Lançamento Indie;Manaus;AM;Norte;Games;Família;YouTube;Pista;Boleto;Confirmado;Masculino;39;139,35;1;139,35;0,00;139,35;71,26;318;22;16;5;Positivo
31880;2025-01-13;2025;1;Torneio E-sports;Curitiba;PR;Sul;Games;Jovem adulto;TikTok;Pista;Pix;Confirmado;Masculino;42;60,57;1;60,57;9,09;51,48;25,94;1355;306;150;6;Positivo
31881;2025-03-09;2025;3;Festival K-pop;Porto Alegre;RS;Sul;Tecnologia;Adulto;TikTok;Pista;Cartão Débito;Check-in realizado;Não informado;34;67,88;1;67,88;13,58;54,30;39,51;2220;260;116;9;Muito positivo
31882;2025-04-21;2025;4;Brasil Game Show;Rio de Janeiro;RJ;Sudeste;Anime;Adulto;Instagram;Pista;Cartão Crédito;Confirmado;Masculino;26;77,89;1;77,89;3,89;74,00;26,60;1787;346;119;5;Neutro
31883;2025-11-09;2025;11;Lançamento Indie;Curitiba;PR;Sul;E-sports;Família;Instagram;Meet & Greet;Cartão Débito;Confirmado;Masculino;18;385,69;2;771,39;0,00;771,39;449,71;862;85;36;7;Muito positivo
31884;2025-08-08;2025;8;Brasil Game Show;Curitiba;PR;Sul;Games;Adulto;TikTok;Meet & Greet;Cartão Crédito;Confirmado;Feminino;37;612,05;1;612,05;91,81;520,24;357,32;1015;102;101;9;Muito positivo
31885;2025-02-03;2025;2;Brasil Game Show;Goiânia;GO;Centro-Oeste;E-sports;Família;Google;Pista;Carteira Digital;Confirmado;Não informado;18;124,36;1;124,36;6,22;118,14;59,97;195;47;9;8;Muito positivo
31886;2025-08-17;2025;8;Campus Party;Belo Horizonte;MG;Sudeste;Cosplay;Adolescente;TikTok;Pista;Pix;Confirmado;Masculino;20;103,72;1;103,72;31,12;72,60;40,22;538;74;52;2;Negativo
31887;2025-01-06;2025;1;Lançamento Indie;Recife;PE;Nordeste;Cultura Geek;Adolescente;Google;Pista;Boleto;Check-in realizado;Masculino;13;80,94;2;161,88;24,28;137,60;66,08;277;75;39;5;Muito positivo
31888;2025-07-21;2025;7;Torneio E-sports;São Paulo;SP;Sudeste;Cultura Geek;Adolescente;Indicação;VIP;Boleto;Confirmado;Masculino;30;273,43;1;273,43;0,00;273,43;156,82;85;12;6;7;Positivo
31889;2025-12-26;2025;12;Brasil Game Show;Florianópolis;SC;Sul;E-sports;Adolescente;Instagram;VIP;Cartão Crédito;Check-in realizado;Feminino;35;348,95;2;697,89;0,00;697,89;327,71;1427;277;138;8;Neutro
31890;2026-02-11;2026;2;Campus Party;Indaiatuba;SP;Sudeste;E-sports;Adolescente;Instagram;Pista;Boleto;Check-in realizado;Não informado;16;127,32;1;127,32;0,00;127,32;42,26;126;13;6;6;Muito positivo
31891;2026-03-21;2026;3;Brasil Game Show;Fortaleza;CE;Nordeste;Anime;Família;TikTok;Pista;Cartão Crédito;Confirmado;Feminino;27;107,94;1;107,94;5,40;102,54;35,19;3314;435;163;2;Negativo
31892;2025-12-28;2025;12;Feira Geek Local;Brasília;DF;Centro-Oeste;Games;Creator/Influencer;YouTube;Pista;Cartão Débito;Check-in realizado;Feminino;15;56,53;2;113,06;5,65;107,41;65,51;1662;305;175;5;Muito positivo
31893;2025-08-26;2025;8;Campus Party;Fortaleza;CE;Nordeste;K-pop;Jovem adulto;Twitch;VIP;Pix;Confirmado;Feminino;46;335,63;1;335,63;0,00;335,63;187,87;408;36;19;6;Positivo
31894;2025-12-19;2025;12;CCXP;Campinas;SP;Sudeste;Tecnologia;Creator/Influencer;Email Marketing;Pista;Cartão Crédito;Confirmado;Feminino;15;193,10;3;579,30;28,96;550,34;414,37;66;18;4;6;Positivo
31895;2025-07-14;2025;7;Anime Friends;São Paulo;SP;Sudeste;Tecnologia;Adulto;Instagram;Camarote;Pix;Check-in realizado;Não informado;30;1048,55;1;1048,55;157,28;891,27;753,05;924;128;39;9;Muito positivo
31896;2025-02-14;2025;2;Torneio E-sports;Indaiatuba;SP;Sudeste;Tecnologia;Adulto;Instagram;VIP;Carteira Digital;Confirmado;Masculino;31;280,52;1;280,52;14,03;266,49;199,99;993;218;70;9;Muito positivo
31897;2025-10-16;2025;10;Torneio E-sports;Brasília;DF;Centro-Oeste;Tecnologia;Jovem adulto;Instagram;Pista;Carteira Digital;Confirmado;Feminino;44;58,14;2;116,29;11,63;104,66;43,72;583;162;44;7;Positivo
31898;2025-10-06;2025;10;Feira Geek Local;Indaiatuba;SP;Sudeste;Cosplay;Jovem adulto;TikTok;Pista;Cartão Crédito;Confirmado;Masculino;50;103,77;1;103,77;5,19;98,58;60,61;1480;346;192;4;Neutro
31899;2025-09-16;2025;9;Maratona Streamer;Belém;PA;Norte;Anime;Adulto;Twitch;Pista;Carteira Digital;Check-in realizado;Masculino;52;133,60;1;133,60;26,72;106,88;67,66;595;60;52;5;Positivo
31900;2025-04-06;2025;4;CCXP;Fortaleza;CE;Nordeste;Games;Jovem adulto;TikTok;Meet & Greet;Boleto;Confirmado;Feminino;14;841,07;2;1682,13;0,00;1682,13;1012,03;3042;781;266;8;Positivo
31901;2026-03-07;2026;3;Campus Party;Curitiba;PR;Sul;Games;Família;Email Marketing;Pista;Boleto;Confirmado;Feminino;34;61,83;1;61,83;6,18;55,65;28,95;77;17;7;3;Neutro
31902;2025-08-28;2025;8;Anime Friends;Salvador;BA;Nordeste;Quadrinhos;Jovem adulto;TikTok;VIP;Cartão Débito;Confirmado;Não informado;48;324,51;1;324,51;16,23;308,28;232,04;2036;82;61;6;Positivo
31903;2026-05-09;2026;5;Campus Party;Belém;PA;Norte;E-sports;Família;Indicação;Pista;Cartão Crédito;Check-in realizado;Feminino;22;47,53;2;95,05;19,01;76,04;47,67;137;8;8;10;Positivo
31904;2025-10-01;2025;10;Anime Friends;São Paulo;SP;Sudeste;Quadrinhos;Jovem adulto;YouTube;Pista;Cartão Crédito;Confirmado;Masculino;26;199,08;1;199,08;9,95;189,13;136,14;974;51;84;2;Neutro
31905;2025-11-30;2025;11;Feira Geek Local;Manaus;AM;Norte;Cultura Geek;Adolescente;Instagram;Pista;Boleto;Confirmado;Feminino;39;135,84;2;271,68;0,00;271,68;94,68;1561;93;102;9;Muito positivo
31906;2025-09-26;2025;9;Brasil Game Show;Goiânia;GO;Centro-Oeste;Quadrinhos;Adulto;Google;Pista;Pix;Confirmado;Feminino;47;187,04;1;187,04;37,41;149,63;115,74;137;25;14;8;Positivo
31907;2025-06-29;2025;6;Anime Friends;Salvador;BA;Nordeste;E-sports;Adolescente;Google;Pista;Cartão Crédito;Confirmado;Feminino;36;68,15;2;136,30;0,00;136,30;64,79;142;35;5;8;Muito positivo
31908;2026-04-29;2026;4;Campus Party;Goiânia;GO;Centro-Oeste;K-pop;Família;Instagram;Camarote;Cartão Débito;Confirmado;Masculino;52;699,74;5;3498,69;0,00;3498,69;1613,65;1193;215;29;10;Positivo
31909;2025-03-16;2025;3;Feira Geek Local;Rio de Janeiro;RJ;Sudeste;Anime;Jovem adulto;Indicação;Pista;Pix;Confirmado;Masculino;25;137,02;1;137,02;0,00;137,02;57,65;36;2;3;10;Positivo
31910;2025-12-24;2025;12;Festival K-pop;Salvador;BA;Nordeste;Games;Família;Indicação;Pista;Cartão Crédito;Confirmado;Masculino;54;66,74;2;133,48;20,02;113,46;49,26;105;15;11;5;Positivo
31911;2025-10-29;2025;10;Campus Party;Salvador;BA;Nordeste;E-sports;Jovem adulto;TikTok;VIP;Pix;Confirmado;Feminino;13;356,20;1;356,20;17,81;338,39;200,43;354;25;8;6;Positivo
31912;2025-03-29;2025;3;Maratona Streamer;Florianópolis;SC;Sul;Quadrinhos;Família;TikTok;Pista;Pix;Confirmado;Não informado;14;123,10;2;246,19;24,62;221,57;132,56;848;188;39;5;Positivo
31913;2026-03-10;2026;3;Campus Party;Florianópolis;SC;Sul;Quadrinhos;Adulto;Indicação;VIP;Cartão Crédito;Confirmado;Feminino;48;271,01;2;542,01;54,20;487,81;346,91;139;19;7;10;Muito positivo
31914;2025-04-30;2025;4;CCXP;Belo Horizonte;MG;Sudeste;K-pop;Família;Instagram;VIP;Cartão Débito;Cancelado;Feminino;39;556,82;1;556,82;167,05;0,00;105,27;962;57;77;5;Neutro
31915;2025-12-06;2025;12;Campus Party;Manaus;AM;Norte;Tecnologia;Família;TikTok;Pista;Cartão Crédito;Check-in realizado;Masculino;30;111,33;3;334,00;0,00;334,00;176,57;618;61;35;10;Positivo
31916;2025-10-24;2025;10;Feira Geek Local;Fortaleza;CE;Nordeste;Cultura Geek;Família;Email Marketing;VIP;Pix;Check-in realizado;Feminino;40;315,59;1;315,59;0,00;315,59;145,61;322;57;34;10;Positivo
31917;2025-11-16;2025;11;CCXP;Belo Horizonte;MG;Sudeste;K-pop;Adulto;YouTube;VIP;Pix;Confirmado;Masculino;51;292,32;2;584,65;0,00;584,65;420,59;871;96;42;10;Muito positivo
31918;2025-06-25;2025;6;Feira Geek Local;São Paulo;SP;Sudeste;Quadrinhos;Adolescente;Instagram;Pista;Pix;Confirmado;Feminino;29;121,05;2;242,09;24,21;217,88;94,19;1264;232;67;3;Negativo
31919;2026-03-22;2026;3;Anime Friends;Florianópolis;SC;Sul;Cultura Geek;Jovem adulto;Email Marketing;Camarote;Cartão Crédito;Confirmado;Masculino;38;722,75;1;722,75;72,28;650,47;312,62;113;18;7;10;Muito positivo
31920;2025-12-17;2025;12;Maratona Streamer;Indaiatuba;SP;Sudeste;E-sports;Creator/Influencer;TikTok;Meet & Greet;Pix;Confirmado;Feminino;40;405,45;2;810,91;0,00;810,91;555,01;269;15;9;8;Positivo
31921;2025-05-10;2025;5;CCXP;Recife;PE;Nordeste;E-sports;Adulto;Indicação;Pista;Pix;Confirmado;Feminino;35;102,87;2;205,74;20,57;185,17;105,82;274;20;9;1;Negativo
31922;2025-05-02;2025;5;CCXP;Manaus;AM;Norte;Quadrinhos;Jovem adulto;YouTube;VIP;Pix;Confirmado;Masculino;28;539,05;2;1078,10;53,91;1024,19;746,50;2926;175;229;10;Muito positivo
31923;2025-02-17;2025;2;Lançamento Indie;Campinas;SP;Sudeste;Games;Adolescente;Instagram;Pista;Cartão Crédito;Confirmado;Não informado;26;110,66;1;110,66;11,07;99,59;79,39;233;42;12;5;Negativo
31924;2025-05-20;2025;5;CCXP;Belém;PA;Norte;Anime;Adulto;Google;VIP;Pix;Check-in realizado;Feminino;52;476,25;1;476,25;47,62;428,63;191,00;131;5;11;6;Muito positivo
31925;2025-09-25;2025;9;Anime Friends;Curitiba;PR;Sul;E-sports;Adulto;Email Marketing;Pista;Carteira Digital;Check-in realizado;Masculino;15;112,72;2;225,43;22,54;202,89;97,03;125;32;11;6;Positivo
31926;2025-02-16;2025;2;Encontro Cosplay;Manaus;AM;Norte;Tecnologia;Adulto;Instagram;VIP;Pix;Check-in realizado;Feminino;32;238,22;1;238,22;35,73;202,49;118,74;1095;121;78;10;Muito positivo
31927;2025-03-19;2025;3;Anime Friends;Rio de Janeiro;RJ;Sudeste;E-sports;Adulto;Google;Meet & Greet;Carteira Digital;Confirmado;Não informado;54;750,69;1;750,69;37,53;713,16;452,14;190;14;13;10;Muito positivo
31928;2026-02-15;2026;2;Encontro Cosplay;Curitiba;PR;Sul;K-pop;Jovem adulto;Instagram;Pista;Pix;Check-in realizado;Masculino;35;109,29;1;109,29;21,86;87,43;53,45;830;156;57;1;Negativo
31929;2025-03-06;2025;3;Encontro Cosplay;Campinas;SP;Sudeste;Cultura Geek;Jovem adulto;Twitch;Pista;Cartão Crédito;Check-in realizado;Feminino;48;57,49;1;57,49;11,50;45,99;32,93;233;29;18;6;Muito positivo
31930;2026-04-18;2026;4;Torneio E-sports;São Paulo;SP;Sudeste;Quadrinhos;Jovem adulto;TikTok;Pista;Cartão Débito;Reembolsado;Feminino;25;55,36;3;166,08;0,00;0,00;35,55;1562;215;175;1;Negativo
31931;2026-04-14;2026;4;CCXP;Curitiba;PR;Sul;Cosplay;Adolescente;Google;VIP;Carteira Digital;Check-in realizado;Masculino;47;281,33;2;562,66;28,13;534,53;386,96;15;0;0;9;Muito positivo
31932;2025-12-31;2025;12;Brasil Game Show;Belo Horizonte;MG;Sudeste;Games;Adulto;Instagram;VIP;Cartão Crédito;Confirmado;Não informado;37;325,59;1;325,59;0,00;325,59;218,40;1394;277;122;8;Neutro
31933;2026-03-02;2026;3;Torneio E-sports;Recife;PE;Nordeste;Cultura Geek;Jovem adulto;TikTok;Pista;Cartão Crédito;Confirmado;Feminino;14;85,66;2;171,32;8,57;162,75;80,85;522;69;41;7;Positivo
31934;2025-11-03;2025;11;Brasil Game Show;Porto Alegre;RS;Sul;Cultura Geek;Adolescente;TikTok;Online;Boleto;Confirmado;Masculino;15;79,14;1;79,14;3,96;75,18;30,89;477;62;26;7;Positivo
31935;2026-04-30;2026;4;Campus Party;Porto Alegre;RS;Sul;Cosplay;Família;Indicação;VIP;Cartão Crédito;Reembolsado;Masculino;15;163,76;1;163,76;0,00;0,00;29,67;89;7;4;2;Negativo
