sale_id,order_id,date_id,product_id,region_id,customer_id,channel_id,quantidade,preco_unitario,valor_bruto,valor_desconto,valor_devolucao,valor_liquido,custo_total,lucro,cenario_analitico
8271,PED-108270,20231026,10,10,5,2,3,351.99,1055.97,36.61,25.52,993.84,579.78,414.06,Normal
8272,PED-108271,20231026,1,1,136,3,2,4191.38,8382.75,851.83,19.48,7511.44,6158.52,1352.92,Normal
8273,PED-108272,20231026,14,1,66,1,3,7.9,23.7,2.18,0.28,21.24,9.29,11.95,Normal
8274,PED-108273,20231026,16,3,114,2,2,409.52,819.05,20.45,12.07,786.52,501.06,285.46,Normal
8275,PED-108274,20231026,13,8,86,2,12,28.02,336.2,13.74,3.84,318.62,147.93,170.69,Normal
8276,PED-108275,20231026,13,9,127,3,13,27.3,354.86,25.64,07.03,322.19,157.99,164.2,Normal
8277,PED-108276,20231026,1,10,65,1,1,4468.45,4468.45,404.12,72.79,3991.54,2990.36,1001.17,Normal
8278,PED-108277,20231026,9,6,60,1,3,410.14,1230.42,103.0,18.41,1109.02,725.26,383.75,Normal
8279,PED-108278,20231026,13,10,49,1,12,26.44,317.29,29.28,1.53,286.48,148.05,138.44,Normal
8280,PED-108279,20231026,7,10,83,1,3,1413.92,4241.76,283.02,66.11,3892.63,2931.24,961.39,Normal
8281,PED-108280,20231026,2,7,137,1,1,4946.1,4946.1,288.81,60.73,4596.56,3689.03,907.53,Normal
8282,PED-108281,20231026,1,3,39,1,1,4127.93,4127.93,386.24,113.96,3627.73,2985.57,642.16,Normal
8283,PED-108282,20231026,10,6,3,1,3,372.53,1117.6,88.94,10.78,1017.88,589.77,428.1,Normal
8284,PED-108283,20231026,15,5,54,3,4,788.22,3152.87,361.28,33.03,2758.57,2115.2,643.37,Normal
8285,PED-108284,20231026,13,8,160,1,11,27.78,305.58,10.27,4.98,290.33,140.8,149.53,Normal
8286,PED-108285,20231026,12,8,56,2,3,998.37,2995.12,53.6,34.6,2906.91,1877.59,1029.32,Normal
8287,PED-108286,20231026,3,10,106,1,4,950.86,3803.44,371.27,69.95,3362.23,2368.73,993.5,Normal
8288,PED-108287,20231026,5,8,28,2,1,1790.23,1790.23,22.65,7.79,1759.79,1288.83,470.96,Normal
8289,PED-108288,20231026,6,7,75,1,3,2679.28,8037.85,310.43,235.84,7491.58,5434.96,2056.62,Normal
8290,PED-108289,20231026,6,7,66,1,3,2775.44,8326.32,442.88,221.69,7661.74,5556.2,2105.54,Normal
8291,PED-108290,20231026,2,9,132,2,2,5309.08,10618.16,469.34,135.81,10013.01,7565.29,2447.72,Normal
8292,PED-108291,20231026,13,4,78,3,16,27.79,444.64,39.38,4.39,400.87,197.44,203.43,Normal
8293,PED-108292,20231026,2,9,142,1,1,5430.53,5430.53,269.79,98.73,5062.0,3747.12,1314.89,Normal
8294,PED-108293,20231026,1,10,28,1,2,4168.79,8337.58,785.64,238.84,7313.11,6002.66,1310.44,Normal
8295,PED-108294,20231026,11,8,137,2,1,611.03,611.03,29.12,9.8,572.11,412.48,159.64,Normal
8296,PED-108295,20231026,5,2,89,1,1,1787.08,1787.08,118.7,35.57,1632.81,1277.53,355.28,Normal
8297,PED-108296,20231026,4,4,57,2,4,1488.65,5954.59,90.01,88.55,5776.02,3626.9,2149.12,Normal
8298,PED-108297,20231026,11,5,145,2,2,629.6,1259.2,58.24,14.43,1186.53,832.97,353.56,Normal
8299,PED-108298,20231026,5,5,54,1,3,1677.68,5033.05,188.19,30.04,4814.81,3896.44,918.38,Normal
8300,PED-108299,20231026,3,6,25,2,4,935.57,3742.29,104.43,25.53,3612.33,2416.72,1195.61,Normal
8301,PED-108300,20231026,11,5,22,1,2,682.64,1365.28,106.41,23.37,1235.5,799.07,436.44,Normal
8302,PED-108301,20231026,15,9,132,1,4,755.16,3020.63,106.1,53.92,2860.62,2093.1,767.52,Normal
8303,PED-108302,20231026,11,8,52,1,1,673.64,673.64,59.78,14.93,598.93,403.24,195.69,Normal
8304,PED-108303,20231026,10,9,6,3,1,349.23,349.23,41.62,9.24,298.38,192.93,105.44,Normal
8305,PED-108304,20231026,9,9,118,2,1,424.89,424.89,22.93,6.0,395.97,239.43,156.53,Normal
8306,PED-108305,20231026,6,7,61,2,2,2678.61,5357.23,95.95,74.01,5187.27,3609.45,1577.83,Normal
8307,PED-108306,20231027,14,3,86,1,3,7.95,23.86,2.25,0.49,21.11,9.15,11.96,Normal
8308,PED-108307,20231027,12,8,100,2,3,1053.11,3159.33,39.62,4.85,3114.86,1919.77,1195.09,Normal
8309,PED-108308,20231027,11,6,141,2,1,653.85,653.85,37.63,0.73,615.49,402.18,213.31,Normal
8310,PED-108309,20231027,2,6,63,1,1,5041.88,5041.88,156.52,107.92,4777.43,3693.6,1083.83,Normal
8311,PED-108310,20231027,7,7,11,2,3,1472.86,4418.59,209.24,98.76,4110.59,3006.61,1103.98,Normal
8312,PED-108311,20231027,4,6,131,1,2,1385.31,2770.63,140.1,1.56,2628.97,1889.49,739.47,Normal
8313,PED-108312,20231027,6,3,95,1,1,2468.92,2468.92,178.56,66.77,2223.58,1792.84,430.74,Normal
8314,PED-108313,20231027,15,4,14,2,2,789.19,1578.38,21.3,26.94,1530.14,1102.83,427.31,Normal
8315,PED-108314,20231027,5,4,36,3,2,1821.78,3643.56,253.76,82.73,3307.07,2560.03,747.04,Normal
8316,PED-108315,20231027,11,5,58,1,2,663.18,1326.36,71.88,35.03,1219.45,815.72,403.73,Normal
8317,PED-108316,20231027,9,8,126,2,3,409.24,1227.72,55.45,29.6,1142.67,756.31,386.36,Normal
8318,PED-108317,20231027,14,9,101,2,4,8.38,33.51,1.61,0.74,31.16,12.39,18.76,Normal
8319,PED-108318,20231027,9,1,79,1,4,445.41,1781.65,123.39,17.06,1641.2,962.98,678.23,Normal
8320,PED-108319,20231027,11,6,114,2,3,663.26,1989.78,105.99,10.05,1873.74,1211.76,661.98,Normal
8321,PED-108320,20231027,10,3,103,3,1,327.35,327.35,33.75,03.01,290.59,192.6,97.98,Normal
8322,PED-108321,20231027,13,6,3,1,5,27.55,137.77,11.77,3.5,122.5,61.1,61.4,Normal
8323,PED-108322,20231027,9,7,76,2,4,427.34,1709.35,95.26,37.62,1576.47,971.5,604.96,Normal
8324,PED-108323,20231027,10,4,130,2,2,339.68,679.36,21.24,2.8,655.31,396.14,259.18,Normal
8325,PED-108324,20231027,14,10,32,3,3,7.8,23.39,1.7,0.45,21.24,9.44,11.8,Normal
8326,PED-108325,20231027,5,7,68,2,3,1719.39,5158.17,101.64,126.11,4930.42,3758.2,1172.22,Normal
8327,PED-108326,20231027,14,1,72,2,4,8.59,34.35,1.49,0.62,32.24,12.5,19.74,Normal
8328,PED-108327,20231027,5,7,84,2,3,1782.45,5347.36,129.76,17.28,5200.31,3887.17,1313.14,Normal
8329,PED-108328,20231027,8,9,37,3,1,2272.55,2272.55,231.08,4.95,2036.52,1622.55,413.96,Normal
8330,PED-108329,20231027,2,7,61,2,1,5082.67,5082.67,223.23,58.11,4801.34,3657.1,1144.24,Normal
8331,PED-108330,20231027,1,5,94,2,2,4009.94,8019.88,98.87,198.97,7722.03,6062.02,1660.01,Normal
8332,PED-108331,20231027,7,8,111,1,1,1509.27,1509.27,114.54,44.94,1349.78,995.99,353.8,Normal
8333,PED-108332,20231028,3,7,16,2,2,950.31,1900.62,85.97,12.53,1802.13,1218.48,583.65,Normal
8334,PED-108333,20231028,9,9,118,1,1,395.84,395.84,16.22,9.57,370.05,252.99,117.06,Normal
8335,PED-108334,20231028,14,9,152,1,12,7.59,91.03,3.21,2.17,85.64,36.24,49.4,Normal
8336,PED-108335,20231028,1,8,160,1,3,3956.77,11870.31,1036.42,281.79,10552.1,9011.51,1540.58,Normal
8337,PED-108336,20231028,13,9,7,2,5,28.94,144.69,1.81,2.35,140.53,63.58,76.95,Normal
8338,PED-108337,20231028,4,4,105,1,3,1327.15,3981.45,319.55,39.61,3622.29,2784.34,837.96,Normal
8339,PED-108338,20231028,3,10,79,1,3,853.76,2561.29,148.53,39.71,2373.04,1843.39,529.65,Normal
8340,PED-108339,20231028,2,6,25,1,1,5225.75,5225.75,299.78,57.06,4868.91,3727.65,1141.26,Normal
8341,PED-108340,20231028,11,10,159,1,3,679.97,2039.91,106.35,26.15,1907.41,1242.35,665.05,Normal
8342,PED-108341,20231028,8,9,127,2,1,2329.07,2329.07,30.15,33.33,2265.59,1562.85,702.74,Normal
8343,PED-108342,20231028,9,3,44,1,4,394.85,1579.4,75.3,16.99,1487.11,958.48,528.62,Normal
8344,PED-108343,20231028,9,9,8,1,5,397.92,1989.58,150.44,54.07,1785.06,1237.83,547.23,Normal
8345,PED-108344,20231028,13,1,67,1,8,28.01,224.06,09.05,6.12,208.89,101.1,107.79,Normal
8346,PED-108345,20231028,13,1,30,1,10,26.83,268.32,12.25,6.15,249.91,121.0,128.91,Normal
8347,PED-108346,20231028,5,8,144,3,3,1941.5,5824.5,613.48,93.58,5117.43,3876.24,1241.19,Normal
8348,PED-108347,20231028,14,1,74,2,16,8.59,137.48,5.11,3.82,128.54,47.86,80.68,Normal
8349,PED-108348,20231028,12,3,104,2,2,1003.74,2007.48,103.28,49.62,1854.58,1288.99,565.59,Normal
8350,PED-108349,20231028,5,10,153,3,2,1868.14,3736.28,334.31,17.72,3384.24,2513.85,870.4,Normal
8351,PED-108350,20231028,3,10,49,2,3,940.29,2820.87,82.89,67.18,2670.8,1816.45,854.35,Normal
8352,PED-108351,20231028,6,10,13,3,3,2444.03,7332.1,681.25,28.7,6622.15,5437.66,1184.5,Normal
8353,PED-108352,20231028,1,3,77,2,2,4114.8,8229.6,160.92,172.47,7896.21,6197.86,1698.34,Normal
8354,PED-108353,20231028,4,3,104,1,3,1384.19,4152.58,273.07,106.05,3773.46,2760.73,1012.73,Normal
8355,PED-108354,20231028,10,9,10,2,3,347.98,1043.94,33.94,31.3,978.69,590.02,388.67,Normal
8356,PED-108355,20231028,14,9,125,2,8,8.57,68.55,0.84,0.61,67.11,24.53,42.58,Normal
8357,PED-108356,20231028,8,3,59,2,1,2195.8,2195.8,45.55,0.55,2149.7,1579.48,570.22,Normal
8358,PED-108357,20231028,7,1,72,1,1,1441.08,1441.08,93.79,21.34,1325.95,989.69,336.26,Normal
8359,PED-108358,20231028,5,9,9,2,2,1675.16,3350.32,198.24,86.26,3065.82,2586.31,479.51,Normal
8360,PED-108359,20231028,6,2,82,2,3,2461.22,7383.65,100.36,184.56,7098.74,5602.56,1496.18,Normal
8361,PED-108360,20231029,15,7,75,1,2,799.25,1598.5,76.06,23.78,1498.66,1056.02,442.64,Normal
8362,PED-108361,20231029,11,1,147,2,2,639.35,1278.69,72.62,35.68,1170.4,806.01,364.39,Normal
8363,PED-108362,20231029,4,9,118,3,3,1492.73,4478.2,414.37,32.53,4031.3,2830.4,1200.9,Normal
8364,PED-108363,20231029,8,2,89,1,3,2367.25,7101.75,400.22,128.7,6572.83,4777.28,1795.55,Normal
8365,PED-108364,20231029,9,9,9,2,5,404.18,2020.92,78.24,31.97,1910.71,1212.06,698.65,Normal
8366,PED-108365,20231029,5,10,49,1,2,1723.78,3447.57,208.14,45.71,3193.72,2514.57,679.15,Normal
8367,PED-108366,20231029,8,4,91,1,1,2138.55,2138.55,118.01,63.72,1956.82,1617.4,339.42,Normal
8368,PED-108367,20231029,5,5,102,1,1,1835.9,1835.9,105.1,51.59,1679.21,1307.39,371.82,Normal
8369,PED-108368,20231029,11,3,104,1,3,613.86,1841.57,101.87,53.87,1685.82,1215.58,470.24,Normal
8370,PED-108369,20231029,5,3,93,2,2,1888.61,3777.23,38.09,30.46,3708.68,2581.21,1127.47,Normal
8371,PED-108370,20231029,6,1,34,1,3,2582.52,7747.57,285.93,198.24,7263.41,5419.47,1843.94,Normal
8372,PED-108371,20231029,16,5,102,3,3,396.08,1188.24,112.67,0.17,1075.39,745.38,330.01,Normal
8373,PED-108372,20231029,13,1,57,2,17,29.93,508.79,13.64,9.0,486.15,206.8,279.35,Normal
8374,PED-108373,20231029,12,6,23,2,2,1010.84,2021.69,107.96,29.3,1884.43,1242.48,641.94,Normal
8375,PED-108374,20231029,15,7,124,2,1,787.64,787.64,23.01,11.2,753.43,524.27,229.16,Normal
8376,PED-108375,20231029,3,9,112,3,2,958.7,1917.41,137.07,8.19,1772.14,1227.31,544.83,Normal
8377,PED-108376,20231029,7,10,49,3,3,1410.61,4231.83,321.14,55.94,3854.75,3042.96,811.78,Normal
8378,PED-108377,20231029,6,8,81,2,3,2523.85,7571.55,394.53,74.97,7102.05,5648.63,1453.42,Normal
8379,PED-108378,20231029,1,6,144,1,3,4530.08,13590.25,1275.46,162.84,12151.96,9103.8,3048.15,Normal
8380,PED-108379,20231029,2,2,69,2,3,5313.0,15939.01,450.45,422.57,15065.98,11024.91,4041.07,Normal
8381,PED-108380,20231029,14,10,88,2,15,7.81,117.13,6.79,1.38,108.96,44.94,64.02,Normal
8382,PED-108381,20231029,9,10,158,2,3,403.92,1211.76,15.48,34.57,1161.71,748.11,413.6,Normal
8383,PED-108382,20231029,5,9,42,1,1,1703.33,1703.33,120.93,34.63,1547.78,1291.13,256.65,Normal
8384,PED-108383,20231029,1,7,111,1,2,4400.55,8801.11,393.52,10.1,8397.49,6280.17,2117.32,Normal
8385,PED-108384,20231029,13,6,144,1,16,29.66,474.59,39.94,13.44,421.2,204.72,216.48,Normal
8386,PED-108385,20231029,4,6,12,2,4,1497.16,5988.63,309.09,126.98,5552.56,3795.39,1757.17,Normal
8387,PED-108386,20231029,15,9,58,2,1,732.84,732.84,22.29,13.66,696.89,537.9,158.99,Normal
8388,PED-108387,20231029,1,8,160,1,1,4307.76,4307.76,311.02,70.19,3926.55,3125.53,801.02,Normal
8389,PED-108388,20231029,8,8,57,2,2,2050.68,4101.37,165.32,26.26,3909.79,3205.39,704.4,Normal
8390,PED-108389,20231029,9,5,148,1,4,431.07,1724.26,137.4,14.99,1571.88,972.1,599.79,Normal
8391,PED-108390,20231030,5,5,102,2,1,1895.47,1895.47,99.0,0.39,1796.07,1247.59,548.48,Normal
8392,PED-108391,20231030,2,7,68,2,3,4965.31,14895.92,462.62,446.51,13986.79,11032.99,2953.8,Normal
8393,PED-108392,20231030,13,8,13,1,6,28.76,172.58,14.34,2.86,155.38,74.75,80.63,Normal
8394,PED-108393,20231030,1,8,97,2,3,4366.09,13098.27,785.56,138.07,12174.63,8947.76,3226.87,Normal
8395,PED-108394,20231030,11,9,6,1,1,683.13,683.13,59.38,5.24,618.52,413.23,205.28,Normal
8396,PED-108395,20231030,11,7,144,1,4,613.09,2452.37,91.66,54.84,2305.87,1664.64,641.23,Normal
8397,PED-108396,20231030,4,8,122,3,2,1378.86,2757.73,290.55,21.53,2445.65,1899.9,545.75,Normal
8398,PED-108397,20231030,14,1,98,1,13,7.72,100.34,3.85,0.16,96.33,39.38,56.95,Normal
8399,PED-108398,20231030,4,1,96,1,4,1306.06,5224.23,499.66,93.35,4631.22,3787.01,844.21,Normal
8400,PED-108399,20231030,3,3,133,2,4,917.76,3671.02,172.81,16.27,3481.94,2407.12,1074.82,Normal
8401,PED-108400,20231030,14,1,72,2,5,8.25,41.23,1.73,1.22,38.28,15.34,22.94,Normal
8402,PED-108401,20231030,14,6,12,2,11,08.09,88.94,03.08,0.92,84.94,32.91,52.04,Normal
8403,PED-108402,20231030,9,1,67,1,2,412.41,824.82,26.72,4.9,793.2,492.68,300.52,Normal
8404,PED-108403,20231030,5,3,104,1,1,1787.56,1787.56,82.11,36.73,1668.72,1307.52,361.2,Normal
8405,PED-108404,20231030,13,5,145,1,14,27.23,381.27,34.53,3.65,343.09,178.72,164.37,Normal
8406,PED-108405,20231030,5,5,138,1,1,1769.0,1769.0,90.06,44.35,1634.6,1269.55,365.05,Normal
8407,PED-108406,20231030,2,8,120,1,3,4922.24,14766.71,935.69,290.12,13540.9,11310.23,2230.67,Normal
8408,PED-108407,20231030,5,8,111,2,2,1834.86,3669.73,115.41,17.99,3536.33,2573.29,963.04,Normal
8409,PED-108408,20231030,16,4,36,1,3,419.9,1259.7,54.59,15.39,1189.72,781.08,408.64,Normal
8410,PED-108409,20231030,14,6,119,2,7,08.07,56.49,1.71,1.41,53.38,21.63,31.74,Normal
8411,PED-108410,20231030,14,5,145,1,17,8.44,143.48,09.06,2.73,131.69,51.78,79.91,Normal
8412,PED-108411,20231030,7,10,146,1,1,1423.16,1423.16,64.71,21.72,1336.73,998.83,337.9,Normal
8413,PED-108412,20231030,1,1,18,3,1,4169.76,4169.76,255.69,38.48,3875.59,3015.2,860.39,Normal
8414,PED-108413,20231030,5,8,65,2,1,1879.08,1879.08,91.79,36.56,1750.73,1266.68,484.05,Normal
8415,PED-108414,20231030,5,3,93,1,2,1822.67,3645.34,291.33,61.63,3292.38,2554.17,738.21,Normal
8416,PED-108415,20231030,6,5,145,1,1,2658.44,2658.44,182.35,56.01,2420.08,1891.08,529.0,Normal
8417,PED-108416,20231030,2,8,105,2,1,5406.95,5406.95,150.98,17.18,5238.78,3775.95,1462.83,Normal
8418,PED-108417,20231030,7,7,38,2,1,1314.15,1314.15,29.2,25.18,1259.77,1020.66,239.11,Normal
8419,PED-108418,20231030,1,9,14,1,1,4443.6,4443.6,266.88,108.68,4068.04,3087.04,981.0,Normal
8420,PED-108419,20231030,7,10,22,1,1,1443.93,1443.93,67.89,3.83,1372.21,1004.45,367.77,Normal
8421,PED-108420,20231030,14,7,139,1,4,8.28,33.13,2.43,0.37,30.33,12.47,17.86,Normal
8422,PED-108421,20231030,5,8,90,2,2,1700.42,3400.83,191.89,46.58,3162.37,2491.67,670.7,Normal
8423,PED-108422,20231030,9,7,41,2,1,401.82,401.82,10.46,11.97,379.38,241.76,137.63,Normal
8424,PED-108423,20231030,3,8,48,1,2,931.78,1863.55,96.86,40.94,1725.75,1231.03,494.73,Normal
8425,PED-108424,20231030,7,4,140,2,2,1334.41,2668.83,36.09,34.96,2597.78,1954.68,643.1,Normal
8426,PED-108425,20231030,13,1,66,1,8,26.99,215.91,12.46,0.95,202.49,101.93,100.57,Normal
8427,PED-108426,20231031,15,3,86,1,3,756.58,2269.74,225.93,27.07,2016.74,1594.97,421.78,Normal
8428,PED-108427,20231031,12,3,1,2,1,1006.7,1006.7,38.61,9.49,958.6,625.16,333.44,Normal
8429,PED-108428,20231031,10,10,90,2,4,347.77,1391.08,77.6,2.42,1311.06,806.68,504.39,Normal
8430,PED-108429,20231031,6,6,114,3,1,2587.84,2587.84,197.65,36.57,2353.62,1799.15,554.47,Normal
8431,PED-108430,20231031,9,10,125,2,4,422.34,1689.38,35.11,35.28,1618.99,985.32,633.66,Normal
8432,PED-108431,20231031,5,9,142,1,1,1771.13,1771.13,131.11,48.35,1591.68,1272.8,318.88,Normal
8433,PED-108432,20231031,13,10,153,2,9,29.72,267.44,2.97,2.83,261.64,113.12,148.52,Normal
8434,PED-108433,20231031,14,3,109,1,7,8.47,59.27,5.69,0.85,52.72,21.51,31.21,Normal
8435,PED-108434,20231031,15,3,143,1,3,817.12,2451.37,202.24,35.25,2213.88,1562.05,651.83,Normal
8436,PED-108435,20231031,5,9,68,3,2,1757.05,3514.11,340.27,0.67,3173.17,2518.59,654.58,Normal
8437,PED-108436,20231031,12,4,84,1,1,1021.05,1021.05,84.55,3.16,933.35,637.97,295.38,Normal
8438,PED-108437,20231031,6,8,160,3,2,2758.78,5517.56,325.35,26.24,5165.98,3768.04,1397.94,Normal
8439,PED-108438,20231031,14,3,15,1,4,8.45,33.81,1.75,0.68,31.38,11.97,19.41,Normal
8440,PED-108439,20231031,2,4,150,2,2,5456.26,10912.51,624.55,78.12,10209.84,7284.07,2925.78,Normal
8441,PED-108440,20231031,12,10,159,2,3,940.19,2820.58,162.76,57.36,2600.47,1934.7,665.77,Normal
8442,PED-108441,20231031,5,7,2,3,3,1743.05,5229.15,532.7,146.77,4549.68,3863.99,685.7,Normal
8443,PED-108442,20231031,4,5,1,1,2,1413.53,2827.06,132.02,71.55,2623.49,1839.42,784.07,Normal
8444,PED-108443,20231031,14,1,147,2,17,8.32,141.41,3.15,3.49,134.77,52.74,82.03,Normal
8445,PED-108444,20231031,13,9,8,1,17,29.28,497.71,46.41,13.24,438.06,213.2,224.86,Normal
8446,PED-108445,20231031,15,7,68,2,1,792.39,792.39,38.75,2.87,750.78,530.87,219.9,Normal
8447,PED-108446,20231031,6,10,120,2,2,2561.93,5123.87,206.2,10.13,4907.54,3651.54,1256.0,Normal
8448,PED-108447,20231031,11,5,55,3,3,645.08,1935.24,99.82,44.23,1791.19,1187.14,604.05,Normal
8449,PED-108448,20231031,11,8,46,2,3,633.0,1899.01,39.02,22.21,1837.78,1227.44,610.34,Normal
8450,PED-108449,20231031,11,9,142,1,1,658.94,658.94,62.04,8.4,588.5,419.07,169.43,Normal
8451,PED-108450,20231031,13,9,132,1,9,26.38,237.41,19.63,6.63,211.15,110.3,100.85,Normal
8452,PED-108451,20231031,13,5,71,2,13,28.25,367.27,18.49,10.98,337.8,160.02,177.78,Normal
8453,PED-108452,20231031,11,2,151,1,4,630.45,2521.79,227.67,50.36,2243.76,1589.52,654.24,Normal
8454,PED-108453,20231031,7,5,109,2,1,1361.47,1361.47,24.01,40.47,1296.99,1019.41,277.58,Normal
8455,PED-108454,20231031,4,9,108,1,4,1452.03,5808.11,380.27,96.55,5331.28,3703.97,1627.31,Normal
8456,PED-108455,20231031,7,4,49,1,2,1456.6,2913.2,237.31,56.98,2618.91,1953.14,665.78,Normal
8457,PED-108456,20231031,6,5,54,2,3,2609.55,7828.64,113.25,193.12,7522.27,5444.6,2077.66,Normal
8458,PED-108457,20231031,1,4,78,2,2,3931.5,7863.0,263.0,74.03,7525.97,5928.45,1597.52,Normal
8459,PED-108458,20231031,2,10,134,1,3,4873.59,14620.76,459.56,431.81,13729.39,10953.76,2775.63,Normal
8460,PED-108459,20231031,1,8,132,1,2,3981.94,7963.88,718.51,61.03,7184.34,6202.19,982.15,Normal
8461,PED-108460,20231101,12,7,35,2,2,912.42,1824.83,64.55,51.17,1709.11,1274.68,434.43,Normal
8462,PED-108461,20231101,12,4,75,1,2,955.93,1911.86,161.83,10.7,1739.33,1266.26,473.08,Normal
8463,PED-108462,20231101,3,3,86,1,5,922.8,4613.98,166.65,93.99,4353.34,2997.76,1355.57,Normal
8464,PED-108463,20231101,13,3,133,2,15,29.61,444.08,11.22,8.49,424.36,187.45,236.92,Normal
8465,PED-108464,20231101,13,9,42,1,16,29.29,468.59,23.88,1.82,442.89,198.44,244.45,Normal
8466,PED-108465,20231101,9,7,30,1,3,401.29,1203.86,59.17,30.15,1114.54,724.75,389.79,Normal
8467,PED-108466,20231101,2,4,84,1,3,5078.9,15236.69,1032.35,274.2,13930.15,10926.69,3003.46,Normal
8468,PED-108467,20231101,5,7,155,1,2,1763.5,3527.01,211.55,83.34,3232.11,2508.09,724.03,Normal
8469,PED-108468,20231101,13,8,50,2,16,26.81,428.93,18.98,9.8,400.15,204.08,196.07,Normal
8470,PED-108469,20231101,12,4,65,3,2,1021.93,2043.87,215.16,32.81,1795.9,1243.84,552.06,Normal
8471,PED-108470,20231101,5,6,25,1,4,1729.52,6918.09,671.29,156.81,6089.99,4978.52,1111.46,Normal
8472,PED-108471,20231101,9,5,129,1,4,395.46,1581.82,126.87,26.74,1428.21,980.85,447.36,Normal
8473,PED-108472,20231101,14,3,112,2,9,8.32,74.84,1.27,1.24,72.33,27.33,45.0,Normal
8474,PED-108473,20231101,9,9,152,2,4,451.75,1807.01,32.33,48.78,1725.9,957.15,768.75,Normal
8475,PED-108474,20231101,16,1,67,1,2,408.14,816.28,72.76,22.61,720.91,503.77,217.14,Normal
8476,PED-108475,20231101,13,9,21,1,19,28.35,538.64,53.43,4.49,480.72,232.33,248.39,Normal
8477,PED-108476,20231101,14,9,33,1,6,7.99,47.94,2.41,0.52,45.02,18.7,26.32,Normal
8478,PED-108477,20231101,5,10,146,1,4,1748.96,6995.82,253.07,61.28,6681.47,5143.12,1538.35,Normal
8479,PED-108478,20231101,2,10,79,1,2,4765.85,9531.71,924.11,264.09,8343.5,7511.01,832.5,Normal
8480,PED-108479,20231101,14,3,93,1,6,7.45,44.67,2.16,0.65,41.87,18.18,23.69,Normal
8481,PED-108480,20231101,6,1,116,2,2,2473.81,4947.62,201.29,26.68,4719.65,3755.08,964.57,Normal
8482,PED-108481,20231101,9,9,101,3,3,416.71,1250.12,117.96,7.63,1124.53,740.84,383.69,Normal
8483,PED-108482,20231101,4,5,31,1,2,1446.28,2892.55,125.95,25.84,2740.77,1814.36,926.4,Normal
8484,PED-108483,20231101,11,6,3,1,2,655.96,1311.92,66.55,25.91,1219.46,799.37,420.09,Normal
8485,PED-108484,20231101,1,7,118,1,2,4163.07,8326.14,786.98,147.19,7391.97,5976.49,1415.49,Normal
8486,PED-108485,20231101,5,5,138,2,1,1767.43,1767.43,23.81,41.0,1702.62,1306.88,395.75,Normal
8487,PED-108486,20231101,4,6,48,2,3,1485.75,4457.25,248.14,21.26,4187.85,2759.24,1428.61,Normal
8488,PED-108487,20231101,14,1,96,1,5,8.42,42.08,3.11,0.87,38.1,15.58,22.52,Normal
8489,PED-108488,20231101,9,3,15,1,5,431.58,2157.9,201.22,3.51,1953.18,1239.79,713.38,Normal
8490,PED-108489,20231101,11,5,2,3,4,645.26,2581.04,234.72,47.4,2298.92,1664.48,634.44,Normal
8491,PED-108490,20231101,10,6,144,1,4,337.6,1350.4,109.06,27.62,1213.72,784.07,429.65,Normal
8492,PED-108491,20231102,6,10,52,3,2,2696.67,5393.35,459.01,20.95,4913.39,3655.18,1258.21,Normal
8493,PED-108492,20231102,4,6,12,3,3,1329.8,3989.39,368.39,53.15,3567.85,2729.48,838.37,Normal
8494,PED-108493,20231102,6,2,19,1,3,2578.2,7734.61,559.49,107.38,7067.74,5519.6,1548.14,Normal
8495,PED-108494,20231102,6,5,102,2,2,2602.52,5205.05,282.73,56.22,4866.1,3692.23,1173.87,Normal
8496,PED-108495,20231102,6,5,71,2,3,2590.99,7772.96,297.53,196.52,7278.9,5540.97,1737.94,Normal
8497,PED-108496,20231102,8,4,129,2,2,2326.67,4653.35,46.81,131.8,4474.74,3189.05,1285.69,Normal
8498,PED-108497,20231102,1,10,125,3,4,4496.28,17985.11,1225.63,57.01,16702.46,12498.08,4204.38,Normal
8499,PED-108498,20231102,1,10,83,2,2,4050.22,8100.43,387.5,2.89,7710.04,5943.71,1766.33,Normal
8500,PED-108499,20231102,3,3,109,1,2,965.58,1931.17,93.81,41.63,1795.73,1209.33,586.4,Normal
8501,PED-108500,20231102,13,7,75,2,3,27.77,83.3,0.93,0.29,82.07,38.13,43.94,Normal
8502,PED-108501,20231102,13,6,120,3,13,29.05,377.61,43.2,11.13,323.28,158.18,165.1,Normal
8503,PED-108502,20231102,11,9,128,1,5,617.06,3085.31,248.88,26.78,2809.64,2049.31,760.33,Normal
8504,PED-108503,20231102,10,10,24,2,2,366.01,732.02,31.4,1.31,699.31,398.58,300.73,Normal
8505,PED-108504,20231102,5,3,15,1,3,1861.26,5583.77,503.97,139.94,4939.86,3749.3,1190.56,Normal
8506,PED-108505,20231102,5,10,5,2,1,1691.91,1691.91,82.88,46.88,1562.15,1274.21,287.94,Normal
8507,PED-108506,20231102,11,1,147,2,2,689.04,1378.08,21.54,9.42,1347.11,817.3,529.8,Normal
8508,PED-108507,20231102,2,10,79,1,2,5292.33,10584.66,402.98,101.85,10079.83,7517.19,2562.64,Normal
8509,PED-108508,20231102,12,7,156,1,4,917.38,3669.52,138.39,86.3,3444.83,2568.95,875.87,Normal
8510,PED-108509,20231102,10,6,23,3,5,363.38,1816.88,157.53,53.43,1605.92,988.63,617.29,Normal
